game_title, genre, platforms, release_date, developers,metascore_rating
The Amazing Spider-Man 2,Action Adventure|Action|General|Open-World,PlayStation 4|3DS|iPhone/iPad|PC|PlayStation 3|Wii U|Xbox 360|Xbox One,Apr 29 2014,Beenox,49
Double Dragon IV,2D|Beat-'Em-Up|Action,PlayStation 4|iPhone/iPad|PC|Switch,Jan 30 2017,Arc System Works,49
Homefront: The Revolution,Arcade|Modern|Shooter|First-Person|Action,PlayStation 4|PC|Xbox One,May 17 2016,Deep Silver Dambuster Studios,48
Dead Alliance,Shooter|First-Person|Tactical|Action|General,PlayStation 4|iPhone/iPad|PC|Xbox One,Aug 29 2017,IllFonic| Maximum Games| Psyop,48
Out of Ammo,First-Person|Shooter|Arcade|Action,PlayStation 4|PC,Jan 30 2018,RocketWerkz,48
Space Rift: Episode 1,First-Person|Shooter|Arcade|Action,PlayStation 4|PC,Nov 15 2016,Webcore Games| Vibrant Core,48
Angry Birds Star Wars,Strategy|Puzzle|Action|General,PlayStation 4|3DS|iPhone/iPad|PC|PlayStation 3|PlayStation Vita|Wii U|Xbox 360|Xbox One,Nov 15 2013,Exient Entertainment,47
The Deer God,2D|Action|Platformer,PlayStation 4|iPhone/iPad|PC|PlayStation Vita|Switch|Wii U|Xbox One,Apr 25 2017,Cinopt Studios LLC,46
Primal Carnage: Extinction,Action Adventure|Sci-Fi|Arcade|Shooter|First-Person|Action|General,PlayStation 4|PC,Oct 20 2015,Lukewarm Media| Circle 5| Circle 5 Studios,46
Away: Journey to the Unexpected,Action|General,PlayStation 4|PC|Switch|Xbox One,Feb  5 2019,Aurelien Regard Games,46
Bubsy: The Woolies Strike Back,2D|Action|Platformer,PlayStation 4|PC,Oct 31 2017,Black Forest Games,45
7 Days to Die,Action Adventure|Arcade|Shooter|First-Person|Survival|Sandbox|Action,PlayStation 4|PC|Xbox One,Jun 28 2016,The Fun Pimps,45
Spheroids,2D|Action|Platformer,PlayStation 4|PC|PlayStation Vita|Switch|Wii U|Xbox One,Jan 10 2017,Eclipse Games,45
Assault Gunners HD Edition,Shooter|Arcade|Third-Person|Action,PlayStation 4|PC|Switch,Mar 20 2018,Marvelous AQL,45
Project Root,Vertical|Shooter|Shoot-'Em-Up|Action,PlayStation 4|PC|PlayStation Vita|Xbox One,Apr 28 2015,Pablo Testa,45
Infinity Runner,Action|General,PlayStation 4|PC|Wii U|Xbox One,Apr 21 2015,Wales Interactive Ltd.,45
Bravo Team,First-Person|Shooter|Arcade|Action,PlayStation 4,Mar  6 2018,SuperMassive Games,45
Teenage Mutant Ninja Turtles: Mutants in Manhattan,Beat-'Em-Up|Action|3D,PlayStation 4|PC|PlayStation 3|Xbox 360|Xbox One,May 24 2016,PlatinumGames,44
Q*bert: Rebooted,Arcade|Action|General,PlayStation 4|iPhone/iPad|PC|PlayStation 3|PlayStation Vita|Xbox One,Feb 17 2015,LOOT Entertainment,44
Harmonix Music VR,Rhythm|Dancing|Action,PlayStation 4,Oct 10 2016,Harmonix Music Systems,44
MilitAnt,Platformer|2D|Shooter|Vertical|Shoot-'Em-Up|Action,PlayStation 4|PC,Jul 12 2016,Xibalba Studios,44
New Gundam Breaker,Action|General,PlayStation 4|PC,Jun 22 2018,Bandai Namco Games,43
Super Dungeon Bros,Action|General,PlayStation 4|PC|Xbox One,Nov  1 2016,React Games,43
Touhou Kobuto V: Burst Battle,Fighting|Action|3D,PlayStation 4|PlayStation Vita|Switch,Oct 10 2017,CUBETYPE,42
One Way Trip,Action|General,PlayStation 4,Aug 30 2016,Beret Applications LLC,41
Gungrave VR,Shooter|Action|Light Gun,PlayStation 4|PC,Dec 11 2018,IGGYMOB,41
Ace Banana,Action|General,PlayStation 4,Oct 13 2016,TVR,40
Putty Squad,2D|Action|Platformer,PlayStation 4|3DS|PlayStation Vita|Xbox 360,Mar 11 2014,System 3,38
Umbrella Corps,Tactical|Shooter|Third-Person|Action,PlayStation 4|PC,Jun 21 2016,Capcom,38
Godzilla,Action|General,PlayStation 4|PlayStation 3,Jul 14 2015,NATSUME ATARI Inc.,38
Randall,2D|Action|Platformer,PlayStation 4|PC,Jun  6 2017,We The Force,38
Giana Sisters: Dream Runners,2D|Action|Platformer,PlayStation 4|PC|Xbox One,Aug 19 2015,Black Forest Games,37
Fluster Cluck,Action|General,PlayStation 4,Oct 21 2014,LOOT Entertainment,37
Heavy Fire: Red Shadow,First-Person|Shooter|Arcade|Action,PlayStation 4|Xbox One,Oct 16 2018,Mastiff,36
Shaq Fu: A Legend Reborn,2D|Beat-'Em-Up|Action,PlayStation 4|iPhone/iPad|PC|Switch|Xbox One,Jun  5 2018,Big Deez Productions,36
One Piece: Grand Cruise,Action|General,PlayStation 4,May 22 2018,Bandai Namco Games,35
Beast Quest,Action|General,PlayStation 4|iPhone/iPad|PC|Xbox One,Mar 13 2018,Maximum Games,33
Where the Bees Make Honey,Puzzle|Action,PlayStation 4|PC|Xbox One,Mar 29 2019,Wakefield Interactive,31
Ghostbusters,Top-Down|Shooter|Shoot-'Em-Up|Action,PlayStation 4|PC|Xbox One,Jul 12 2016,Activision| FireForge Games,30
Air Conflicts: Vietnam Ultimate Edition,Combat|Action|Simulation|Flight,PlayStation 4,Sep 16 2014,bitComposer Entertainment AG| bitComposer,30
Basement Crawl,Action|General,PlayStation 4,Feb 25 2014,Bloober Team,27
DayZ,Sci-Fi|Arcade|Shooter|First-Person|Action,PlayStation 4|PC|Xbox One,May 30 2019,Dean 'Rocket' Hall,27
Cartoon Network: Battle Crashers,2D|Beat-'Em-Up|Action,PlayStation 4|3DS|Switch|Xbox One,Nov  8 2016,Magic Pockets,21
Afro Samurai 2: Revenge of Kuma Volume One,2D|Beat-'Em-Up|Action,PlayStation 4|PC,Sep 22 2015,Versus Evil,21
Tales From The Borderlands: Episode 5 - The Vault of the Traveler,General|Adventure,PlayStation 4|iPhone/iPad|PC|PlayStation 3|Xbox 360|Xbox One,Oct 20 2015,Telltale Games,90
Minecraft: PlayStation 4 Edition,Action Adventure|First-Person|Sandbox|3D|Adventure|Fantasy,PlayStation 4|3DS|PC|PlayStation 3|PlayStation Vita|Switch|Wii U|Xbox 360|Xbox One,Sep  3 2014,4J Studios| Mojang AB,89
What Remains of Edith Finch,First-Person|General|3D|Adventure,PlayStation 4|PC|Xbox One,Apr 25 2017,Giant Sparrow,88
Batman: The Enemy Within - Episode 5: Same Stitch,Point-and-Click|Adventure,PlayStation 4|iPhone/iPad|PC|Xbox One,Mar 26 2018,Telltale Games,88
Keep Talking and Nobody Explodes,First-Person|3D|Adventure,PlayStation 4|PC|Switch|Xbox One,Oct 13 2016,Steel Crate Games,88
The Talos Principle,Sci-Fi|First-Person|3D|Adventure,PlayStation 4|iPhone/iPad|PC|Xbox One,Oct 13 2015,Croteam,88
The Witness,First-Person|Miscellaneous|3D|Adventure|General|Puzzle,PlayStation 4|iPhone/iPad|PC|Xbox One,Jan 26 2016,Thekla| Inc,87
Night in the Woods,Action Adventure|General|Fantasy|Adventure,PlayStation 4|PC|Switch|Xbox One,Feb 21 2017,Infinite Fall,87
Tales from the Borderlands: A Telltale Game Series,General|Adventure,PlayStation 4|iPhone/iPad|PC|PlayStation 3|Xbox 360|Xbox One,Oct 20 2015,Telltale Games,86
Thimbleweed Park,Point-and-Click|Adventure,PlayStation 4|iPhone/iPad|PC|Switch|Xbox One,Aug 22 2017,Ron Gilbert and Gary Winnick,86
Gone Home: Console Edition,First-Person|3D|Adventure,PlayStation 4|iPhone/iPad|PC|Switch|Xbox One,Jan 12 2016,The Fullbright Company| Midnight City,85
Statik,First-Person|3D|Adventure,PlayStation 4,Apr 24 2017,Tarsier Studios,84
Red Matter,First-Person|3D|Adventure,PlayStation 4|PC,Dec 11 2018,Vertical Robot,84
Day of the Tentacle Remastered,Point-and-Click|Adventure,PlayStation 4|iPhone/iPad|PC|PlayStation Vita,Mar 22 2016,Double Fine Productions,84
Death Mark,Visual Novel|Adventure,PlayStation 4|PC|PlayStation Vita|Switch,Oct 31 2018,Experience Inc.,83
The Wolf Among Us,Point-and-Click|Action Adventure|Adventure|General|Fantasy,PlayStation 4|PC|PlayStation 3|PlayStation Vita|Xbox 360|Xbox One,Nov  4 2014,Telltale Games,83
The Unfinished Swan,Action|First-Person|3D|Adventure|General,PlayStation 4|PlayStation 3|PlayStation Vita,Oct 28 2014,Armature Studio,83
Detention,General|Adventure,PlayStation 4|PC|Switch,Oct  3 2017,Red Candle Game,83
Tales From The Borderlands: Episode 3 - Catch A Ride,General|Adventure,PlayStation 4|iPhone/iPad|PC|PlayStation 3|Xbox 360|Xbox One,Jun 23 2015,Telltale Games,83
The Walking Dead: Michonne - Episode 2: Give No Shelter,Third-Person|3D|Adventure,PlayStation 4|iPhone/iPad|PC|PlayStation 3|Xbox 360|Xbox One,Mar 29 2016,Telltale Games,82
I Expect You To Die,First-Person|3D|Adventure,PlayStation 4|PC,Dec 13 2016,Schell Games,82
Danganronpa V3: Killing Harmony,General|Visual Novel|Action|Adventure,PlayStation 4|PC|PlayStation Vita,Sep 26 2017,Spike Chunsoft,81
Tearaway Unfolded,Action Adventure|General|Fantasy|Adventure,PlayStation 4,Sep  8 2015,Media Molecule,81
The First Tree: Console Edition,Third-Person|3D|Adventure,PlayStation 4|PC|Switch|Xbox One,Nov 30 2018,David Wehle,81
Broken Age,Point-and-Click|Third-Person|3D|Adventure,PlayStation 4|PC|PlayStation Vita|Switch|Xbox One,Apr 28 2015,Double Fine Productions,81
The Invisible Hours,General|Adventure,PlayStation 4|PC|Xbox One,Oct 10 2017,Tequila Works,81
The Walking Dead: Season Two - A Telltale Games Series,General|Point-and-Click|Action|Adventure,PlayStation 4|iPhone/iPad|PC|PlayStation 3|PlayStation Vita|Xbox 360|Xbox One,Oct 21 2014,Telltale Games,81
The Exorcist: Legion VR,First-Person|3D|Adventure,PlayStation 4|PC,Jun 19 2018,LegionVR| LLC,81
Minit,General|Adventure,PlayStation 4|PC|Switch|Xbox One,Apr  3 2018,JW| Kitty| Jukio| and Dom,81
The Vanishing of Ethan Carter,First-Person|Miscellaneous|3D|Adventure|General,PlayStation 4|PC|Xbox One,Jul 14 2015,The Astronauts,81
Steins;Gate 0,Visual Novel|Adventure,PlayStation 4|PC|PlayStation Vita,Nov 29 2016,5pb,81
Subnautica,General|Adventure,PlayStation 4|PC|Xbox One,Dec  4 2018,Unknown Worlds Entertainment| Panic Button,80
Transpose,First-Person|3D|Adventure,PlayStation 4|PC,Nov  6 2018,Secret Location,80
The Walking Dead: The Telltale Series - A New Frontier Episode 1: Ties That Bind Part One,General|Point-and-Click|Action|Adventure,PlayStation 4|PC|Xbox One,Dec 20 2016,Telltale Games,80
Ghost Giant,General|Adventure,PlayStation 4,Apr 16 2019,Zoink!,80
RiME,Third-Person|Action|3D|Adventure|General,PlayStation 4|PC|Switch|Xbox One,May 26 2017,Tequila Works,80
Tales From The Borderlands: Episode 1 - Zer0 Sum,General|Adventure|Miscellaneous,PlayStation 4|iPhone/iPad|PC|PlayStation 3|Xbox 360|Xbox One,Nov 25 2014,Telltale Games,80
Grim Fandango Remastered,Third-Person|3D|Adventure|General|Fantasy,PlayStation 4|iPhone/iPad|PC|PlayStation Vita|Switch,Jan 27 2015,Double Fine Productions,80
The Walking Dead: The Telltale Series - A New Frontier Episode 2: Ties That Bind Part Two,General|Point-and-Click|Action|Adventure,PlayStation 4|PC|Xbox One,Dec 20 2016,Telltale Games,80
EVERYTHING,Action Adventure|General|Adventure,PlayStation 4|PC|Switch,Mar 21 2017,David OReilly,80
Zero Escape: Zero Time Dilemma,Visual Novel|Adventure,PlayStation 4|3DS|PC|PlayStation Vita,Aug 18 2017,Aksys Games,80
Joe Dever's Lone Wolf Console Edition,General|Action|Adventure,PlayStation 4|PC|Xbox One,Mar 16 2016,Forge Reply,79
Jazzpunk: Director's Cut,First-Person|3D|Adventure,PlayStation 4|PC,Sep 20 2016,Necrophone,79
Oxenfree,Action Adventure|General|Adventure,PlayStation 4|iPhone/iPad|PC|Switch|Xbox One,May 31 2016,Night School Studio,79
Until Dawn,Third-Person|Action Adventure|Survival|Horror|3D|Adventure,PlayStation 4,Aug 25 2015,SuperMassive Games,79
King's Quest Chapter 3: Once Upon a Climb,General|Adventure,PlayStation 4|PC|PlayStation 3|Xbox 360|Xbox One,Apr 26 2016,The Odd Gentlemen,79
Tacoma,General|Adventure,PlayStation 4|PC|Xbox One,May  8 2018,Fullbright,79
Detroit: Become Human,Third-Person|Action Adventure|3D|Adventure|Open-World,PlayStation 4,May 25 2018,Quantic Dream,78
King's Quest Chapter 5: The Good Knight,General|Adventure,PlayStation 4|PC|PlayStation 3|Xbox 360|Xbox One,Oct 25 2016,The Odd Gentlemen,78
Forgotton Anne,General|Adventure,PlayStation 4|PC|Switch|Xbox One,May 15 2018,Throughline Games,78
The Persistence,First-Person|3D|Adventure,PlayStation 4,Jul 24 2018,Firesprite,78
Heavy Rain,Third-Person|3D|Adventure,PlayStation 4|PC|PlayStation 3,Mar  1 2016,Quantic Dream| Virtuos,78
The Walking Dead: The Telltale Series - The Final Season Episode 3: Broken Toys,Point-and-Click|Adventure,PlayStation 4|PC|Switch|Xbox One,Jan 15 2019,Telltale Games| Skybound Games,78
Tales From The Borderlands: Episode 4 - Escape Plan Bravo,General|Adventure,PlayStation 4|iPhone/iPad|PC|PlayStation 3|Xbox 360|Xbox One,Aug 18 2015,Telltale Games,78
The Walking Dead: The Telltale Series - The Final Season,Point-and-Click|Adventure,PlayStation 4|PC|Switch|Xbox One,Aug 14 2018,Telltale Games,78
ABZU,Third-Person|Action Adventure|3D|Adventure|General|Fantasy,PlayStation 4|PC|Switch|Xbox One,Aug  2 2016,Giant Squid,78
Everybody's Gone to the Rapture,Action|First-Person|3D|Adventure|General,PlayStation 4|PC,Aug 11 2015,The Chinese Room,78
Game of Thrones: Episode One - Iron From Ice,General|Point-and-Click|Action|Adventure,PlayStation 4|iPhone/iPad|PC|PlayStation 3|Xbox 360|Xbox One,Dec  2 2014,Telltale Games,77
Little Red Lie,General|Adventure,PlayStation 4|iPhone/iPad|PC|PlayStation Vita,Jan  9 2018,WZOGI,77
King's Quest Chapter 1: A Knight to Remember,General|Adventure,PlayStation 4|PC|PlayStation 3|Xbox 360|Xbox One,Jul 28 2015,The Odd Gentlemen,77
11-11: Memories Retold,General|Adventure,PlayStation 4|PC|Xbox One,Nov  9 2018,Digixart Entertainment,77
The Lost Bear,First-Person|3D|Adventure,PlayStation 4|PC,Sep  5 2017,Fabrik Games,77
Game of Thrones: Episode Five - A Nest of Vipers,General|Point-and-Click|Action|Adventure,PlayStation 4|iPhone/iPad|PC|PlayStation 3|Xbox 360|Xbox One,Jul 21 2015,Telltale Games,77
Observer,First-Person|3D|Adventure,PlayStation 4|PC|Switch|Xbox One,Aug 15 2017,Bloober Team,77
The Sexy Brutale,General|Adventure,PlayStation 4|PC|Switch|Xbox One,Apr 11 2017,Abstraction Games| Tequila Works| Cavalier Game Studios,77
Batman: The Enemy Within - Episode 4: What Ails You,Point-and-Click|Adventure,PlayStation 4|iPhone/iPad|PC|Xbox One,Jan 22 2018,Telltale Games,77
GNOG,General|Adventure,PlayStation 4|iPhone/iPad|PC,May  2 2017,KO-OP,77
Pode,Third-Person|3D|Adventure,PlayStation 4|Switch,Feb 19 2019,Henchman & Goon,76
2064: Read Only Memories,General|Point-and-Click|Adventure,PlayStation 4|PC|PlayStation Vita|Xbox One,Jan 17 2017,MidBoss,76
L.A. Noire,Third-Person|Action Adventure|3D|Adventure|Open-World,PlayStation 4|PlayStation 3|Switch|Xbox 360|Xbox One,Nov 14 2017,Team Bondi,76
Chaos;Child,General|Visual Novel|Adventure,PlayStation 4|PC|PlayStation Vita,Oct 17 2017,5pb,76
The Walking Dead: Michonne - Episode 3: What We Deserve,Third-Person|3D|Adventure,PlayStation 4|iPhone/iPad|PC|PlayStation 3|Xbox 360|Xbox One,Apr 26 2016,Telltale Games,76
Full Throttle Remastered,Point-and-Click|Adventure,PlayStation 4|iPhone/iPad|PC|PlayStation Vita,Apr 18 2017,Double Fine Productions,76
The Magic Circle: Gold Edition,First-Person|3D|Adventure,PlayStation 4|PC|Xbox One,Apr 26 2016,Question,76
Firewatch,First-Person|3D|Adventure,PlayStation 4|PC|Switch|Xbox One,Feb  9 2016,Campo Santo,76
The Walking Dead: The Telltale Series - The Final Season Episode 1: Done Running,Point-and-Click|Adventure,PlayStation 4|PC|Switch|Xbox One,Aug 14 2018,Telltale Games,75
Hohokum,General|Adventure,PlayStation 4|PlayStation 3|PlayStation Vita,Aug 12 2014,Honeyslug Ltd,75
ETHER One,First-Person|General|3D|Adventure,PlayStation 4|PC,May  5 2015,White Paper Games,75
Emily Wants To Play,First-Person|3D|Adventure,PlayStation 4|iPhone/iPad|PC|Xbox One,Aug  9 2016,SKH Apps,75
The Council - Episode 1: The Mad Ones,General|Adventure,PlayStation 4|PC|Xbox One,Mar 13 2018,Big Bad Wolf,75
The Council - Episode 4: Burning Bridges,General|Adventure,PlayStation 4|PC|Xbox One,Sep 25 2018,Big Bad Wolf,75
Last Day of June,General|Adventure,PlayStation 4|PC|Switch,Aug 31 2017,Ovosonico,75
Ken Follett's The Pillars of the Earth,Visual Novel|Adventure,PlayStation 4|iPhone/iPad|PC|Xbox One,Sep 12 2017,Kalypso,75
Game of Thrones: Episode Six - The Ice Dragon,General|Point-and-Click|Action|Adventure,PlayStation 4|iPhone/iPad|PC|PlayStation 3|Xbox 360|Xbox One,Nov 17 2015,Telltale Games,75
The Walking Dead: The Telltale Series - The Final Season Episode 4: Take Us Back,Point-and-Click|Adventure,PlayStation 4|PC|Switch|Xbox One,Mar 26 2019,Telltale Games| Skybound Games,75
The Gardens Between,General|Adventure,PlayStation 4|iPhone/iPad|PC|Switch|Xbox One,Sep 20 2018,The Voxel Agents,74
Omensight,First-Person|3D|Adventure,PlayStation 4|PC|Switch|Xbox One,May 15 2018,Spearhead Games,74
Observation,General|Adventure,PlayStation 4|PC,May 21 2019,No Code,74
Her Majesty's SPIFFING,General|Adventure,PlayStation 4|iPhone/iPad|PC|Switch|Xbox One,Dec 13 2016,BillyGoat Entertainment Ltd,74
Batman: The Telltale Series - Episode 3: New World Order,Point-and-Click|Adventure,PlayStation 4|PC|PlayStation 3|Xbox 360|Xbox One,Oct 25 2016,Telltale Games,74
Accounting+,First-Person|3D|Adventure,PlayStation 4|PC,Dec 19 2017,Crows Crows Crows,74
Batman: The Telltale Series - Episode 4: Guardian of Gotham,Point-and-Click|Adventure,PlayStation 4|PC|PlayStation 3|Xbox 360|Xbox One,Nov 22 2016,Telltale Games,73
Sherlock Holmes: Crimes & Punishments,General|Adventure,PlayStation 4|PC|PlayStation 3|Xbox 360|Xbox One,Sep 30 2014,Frogwares,73
Lumo,Action|3D|Adventure|Platformer|General,PlayStation 4|PC|PlayStation Vita|Switch|Xbox One,May 24 2016,Triple Eh? Ltd,73
Minecraft: Story Mode - Episode 3: The Last Place You Look,Point-and-Click|Action Adventure|Adventure|Linear|General,PlayStation 4|iPhone/iPad|PC|PlayStation 3|Xbox 360|Xbox One,Nov 24 2015,Telltale Games,73
Game of Thrones: Episode Four - Sons of Winter,General|Point-and-Click|Action|Adventure,PlayStation 4|iPhone/iPad|PC|PlayStation 3|Xbox 360|Xbox One,May 26 2015,Telltale Games,73
The Walking Dead: The Telltale Series - A New Frontier,General|Point-and-Click|Action|Adventure,PlayStation 4|iPhone/iPad|PC|Xbox One,Feb 28 2017,Telltale Games,73
Yesterday Origins,Point-and-Click|Adventure,PlayStation 4|iPhone/iPad|PC|Switch|Xbox One,Nov 17 2016,Pendulo Studios,73
The Council,General|Adventure,PlayStation 4|PC|Xbox One,Mar 13 2018,Big Bad Wolf,73
The Inner World,Point-and-Click|Adventure,PlayStation 4|iPhone/iPad|PC|Switch|Xbox One,Mar 31 2017,Headup Games| Fizbin,73
Minecraft: Story Mode Season Two - Episode 2: Giant Consequences,Point-and-Click|Adventure,PlayStation 4|iPhone/iPad|PC|Xbox One,Aug 15 2017,Telltale Games,73
Detective Gallo,Point-and-Click|Adventure,PlayStation 4|PC|Switch,Aug 14 2018,Footprints Games,73
Beyond: Two Souls,Third-Person|3D|Adventure,PlayStation 4|PC|PlayStation 3,Nov 24 2015,Quantic Dream,72
Broken Sword 5: The Serpent's Curse,General|Adventure,PlayStation 4|iPhone/iPad|PC|PlayStation Vita|Switch|Xbox One,Sep  8 2015,Revolution Software,72
Hatoful Boyfriend,General|Visual Novel|Adventure,PlayStation 4|iPhone/iPad|PC|PlayStation Vita,Jul 21 2015,Mediatonic| Hato Moa,72
Silence,General|Adventure,PlayStation 4|PC|Switch|Xbox One,Nov 15 2016,Daedalic Entertainment,72
Alone With You,General|Adventure,PlayStation 4|PC|PlayStation Vita,Aug 23 2016,Benjamin Rivers,72
Minecraft: Story Mode - Episode 5: Order Up!,Action Adventure|Point-and-Click|Adventure|Linear,PlayStation 4|iPhone/iPad|PC|PlayStation 3|Xbox 360|Xbox One,Mar 29 2016,Telltale Games,72
Psycho-Pass: Mandatory Happiness,Visual Novel|Adventure,PlayStation 4|PC|PlayStation Vita,Sep 13 2016,5pb,72
The Raven Remastered,Point-and-Click|Adventure,PlayStation 4|PC|Switch|Xbox One,Mar 13 2018,THQ Nordic,72
Marvel's Guardians of the Galaxy - Episode 1: Tangled Up in Blue,Third-Person|Action|3D|Adventure|General,PlayStation 4|iPhone/iPad|PC|Xbox One,Apr 18 2017,Telltale Games,72
STAY,General|Adventure,PlayStation 4|iPhone/iPad|PC|PlayStation Vita|Switch|Xbox One,Sep 12 2018,Appnormals Team,72
Marvel's Guardians of the Galaxy - Episode 5: Don't Stop Believin',Third-Person|Action|3D|Adventure|General,PlayStation 4|iPhone/iPad|PC|Xbox One,Nov  7 2017,Telltale Games,72
Minecraft: Story Mode - Episode 4: A Block and a Hard Place,Action Adventure|Point-and-Click|Adventure|Linear,PlayStation 4|iPhone/iPad|PC|PlayStation 3|Xbox 360|Xbox One,Dec 22 2015,Telltale Games,72
Deponia,General|Adventure,PlayStation 4|iPhone/iPad|PC|Switch|Xbox One,Dec  1 2016,Daedalic Entertainment,71
The Walking Dead: The Telltale Series - A New Frontier Episode 5: From The Gallows,Point-and-Click|Adventure,PlayStation 4|iPhone/iPad|PC|Xbox One,May 31 2017,Telltale Games,71
Kona,Action Adventure|First-Person|3D|Adventure|General,PlayStation 4|PC|Switch|Xbox One,Mar 23 2017,Parabole,71
Transference,First-Person|3D|Adventure,PlayStation 4|PC|Xbox One,Sep 18 2018,SpectreVision,71
Bendy and the Ink Machine,First-Person|3D|Adventure,PlayStation 4|iPhone/iPad|PC|Switch|Xbox One,Nov 20 2018,TheMeatly Games,71
Heaven's Vault,General|Adventure,PlayStation 4|PC,Apr 16 2019,inkle,71
The Walking Dead: The Telltale Series - The Final Season Episode 2: Suffer the Children,Point-and-Click|Adventure,PlayStation 4|PC|Switch|Xbox One,Sep 25 2018,Telltale Games,71
Leisure Suit Larry: Wet Dreams Don't Dry,Point-and-Click|Adventure,PlayStation 4|PC|Switch,Jun 19 2019,CrazyBunch,71
Minecraft: Story Mode - Episode 1: The Order of the Stone,Point-and-Click|Action Adventure|Adventure|Linear|General,PlayStation 4|iPhone/iPad|iPhone/iPad|PC|PlayStation 3|Wii U|Xbox 360|Xbox One,Oct 13 2015,Telltale Games,71
Sherlock Holmes: The Devil's Daughter,General|Adventure,PlayStation 4|PC|Xbox One,Oct 25 2016,Frogwares,71
Batman: The Enemy Within - Episode 1: The Enigma,Point-and-Click|Adventure,PlayStation 4|PC|Xbox One,Aug  8 2017,Telltale Games,70
A Fisherman's Tale,General|Adventure,PlayStation 4|PC,Jan 22 2019,Innerspace VR,70
The Walking Dead: Michonne - Episode 1: In Too Deep,Third-Person|3D|Adventure,PlayStation 4|iPhone/iPad|PC|PlayStation 3|Xbox 360|Xbox One,Feb 23 2016,Skybound LLC,70
Batman: The Enemy Within - Episode 3: The Fractured Mask,Point-and-Click|Adventure,PlayStation 4|iPhone/iPad|PC|Xbox One,Nov 21 2017,Telltale Games,70
